,street,city,zip,state,beds,baths,sq__ft,sale_date,price,latitude,longitude,type_Condo,type_Multi-Family,type_Residential
889,5136 CABOT CIR,SACRAMENTO,95820,CA,4,2,1462,Thu May 15 00:00:00 EDT 2008,121500,38.528479,-121.411806,False,False,True
890,7730 ROBINETTE RD,SACRAMENTO,95828,CA,3,2,1269,Thu May 15 00:00:00 EDT 2008,122000,38.47709,-121.410569,False,False,True
891,87 LACAM CIR,SACRAMENTO,95820,CA,2,2,1188,Thu May 15 00:00:00 EDT 2008,123675,38.532359,-121.41167,False,False,True
892,1691 NOGALES ST,SACRAMENTO,95838,CA,4,2,1570,Thu May 15 00:00:00 EDT 2008,126854,38.631925,-121.427775,False,False,True
893,3118 42ND ST,SACRAMENTO,95817,CA,3,2,1093,Thu May 15 00:00:00 EDT 2008,127059,38.546091,-121.457745,False,False,True
894,7517 50TH AVE,SACRAMENTO,95828,CA,3,1,962,Thu May 15 00:00:00 EDT 2008,128687,38.507339,-121.416267,False,False,True
895,4071 EVALITA WAY,SACRAMENTO,95823,CA,3,2,1089,Thu May 15 00:00:00 EDT 2008,129500,38.466388,-121.458861,False,False,True
896,7928 36TH AVE,SACRAMENTO,95824,CA,3,2,1127,Thu May 15 00:00:00 EDT 2008,130000,38.52049,-121.411383,False,False,True
897,6631 DEMARET DR,SACRAMENTO,95822,CA,4,2,1309,Thu May 15 00:00:00 EDT 2008,131750,38.506382,-121.483574,False,False,True
898,7043 9TH AVE,RIO LINDA,95673,CA,2,1,970,Thu May 15 00:00:00 EDT 2008,132000,38.695589,-121.444133,False,False,True
899,97 KENNELFORD CIR,SACRAMENTO,95823,CA,3,2,1144,Thu May 15 00:00:00 EDT 2008,134000,38.462376,-121.426556,False,False,True
900,2636 TRONERO WAY,RANCHO CORDOVA,95670,CA,3,1,1000,Thu May 15 00:00:00 EDT 2008,134000,38.593049,-121.30304,False,False,True
902,3604 KODIAK WAY,ANTELOPE,95843,CA,3,2,1206,Thu May 15 00:00:00 EDT 2008,142000,38.706175,-121.379776,False,False,True
903,2149 COTTAGE WAY,SACRAMENTO,95825,CA,3,1,1285,Thu May 15 00:00:00 EDT 2008,143012,38.603593,-121.417011,False,False,True
904,8632 PRAIRIEWOODS DR,SACRAMENTO,95828,CA,3,2,1543,Thu May 15 00:00:00 EDT 2008,145846,38.477563,-121.384382,False,False,True
905,612 STONE BLVD,WEST SACRAMENTO,95691,CA,2,1,884,Thu May 15 00:00:00 EDT 2008,147000,38.563084,-121.535579,False,False,True
906,4180 12TH AVE,SACRAMENTO,95817,CA,3,1,1019,Thu May 15 00:00:00 EDT 2008,148750,38.54117,-121.458129,False,False,True
907,8025 ARROYO VISTA DR,SACRAMENTO,95823,CA,4,2,1392,Thu May 15 00:00:00 EDT 2008,150000,38.46654,-121.419029,False,False,True
908,5754 WALERGA RD Unit 4,SACRAMENTO,95842,CA,2,1,924,Thu May 15 00:00:00 EDT 2008,150454,38.672567,-121.356754,True,False,False
909,8 LA ROCAS CT,SACRAMENTO,95823,CA,3,2,1217,Thu May 15 00:00:00 EDT 2008,151087,38.46616,-121.448283,False,False,True
910,8636 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1670,Thu May 15 00:00:00 EDT 2008,157296,38.725873,-121.35856,False,False,True
911,1941 EXPEDITION WAY,SACRAMENTO,95832,CA,3,2,1302,Thu May 15 00:00:00 EDT 2008,157500,38.473775,-121.493777,False,False,True
912,4351 TURNBRIDGE DR,SACRAMENTO,95823,CA,3,2,1488,Thu May 15 00:00:00 EDT 2008,160000,38.502034,-121.456027,False,False,True
913,6513 HOLIDAY WAY,NORTH HIGHLANDS,95660,CA,3,2,1373,Thu May 15 00:00:00 EDT 2008,160000,38.685361,-121.376938,False,False,True
914,8321 MISTLETOE WAY,CITRUS HEIGHTS,95621,CA,4,2,1381,Thu May 15 00:00:00 EDT 2008,161250,38.717738,-121.308322,False,False,True
915,5920 VALLEY GLEN WAY,SACRAMENTO,95823,CA,3,2,1265,Thu May 15 00:00:00 EDT 2008,164000,38.462821,-121.433135,False,False,True
916,2601 SAN FERNANDO WAY,SACRAMENTO,95818,CA,2,1,881,Thu May 15 00:00:00 EDT 2008,165000,38.556178,-121.476256,False,False,True
918,8008 SAINT HELENA CT,SACRAMENTO,95829,CA,4,2,1608,Thu May 15 00:00:00 EDT 2008,165750,38.467012,-121.359969,False,False,True
919,6517 DONEGAL DR,CITRUS HEIGHTS,95621,CA,3,1,1344,Thu May 15 00:00:00 EDT 2008,166000,38.681554,-121.312934,False,False,True
920,1001 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1202,Thu May 15 00:00:00 EDT 2008,169000,38.634292,-121.485106,False,False,True
921,604 P ST,LINCOLN,95648,CA,3,2,1104,Thu May 15 00:00:00 EDT 2008,170000,38.893168,-121.305398,False,False,True
923,7351 GIGI PL,SACRAMENTO,95828,CA,4,2,1859,Thu May 15 00:00:00 EDT 2008,170000,38.490606,-121.410173,False,True,False
924,7740 DIXIE LOU ST,SACRAMENTO,95832,CA,3,2,1232,Thu May 15 00:00:00 EDT 2008,170000,38.475853,-121.477039,False,False,True
925,7342 DAVE ST,SACRAMENTO,95828,CA,3,1,1638,Thu May 15 00:00:00 EDT 2008,170725,38.490822,-121.401643,False,False,True
926,7687 HOWERTON DR,SACRAMENTO,95831,CA,2,2,1177,Thu May 15 00:00:00 EDT 2008,171750,38.480859,-121.539745,False,False,True
927,26 KAMSON CT,SACRAMENTO,95833,CA,3,2,1582,Thu May 15 00:00:00 EDT 2008,172000,38.622794,-121.499173,False,False,True
928,7045 PEEVEY CT,SACRAMENTO,95823,CA,2,2,904,Thu May 15 00:00:00 EDT 2008,173056,38.502254,-121.451444,False,False,True
929,8916 GABLES MILL PL,ELK GROVE,95758,CA,3,2,1340,Thu May 15 00:00:00 EDT 2008,174000,38.433919,-121.422347,False,False,True
930,1140 EDMONTON DR,SACRAMENTO,95833,CA,3,2,1204,Thu May 15 00:00:00 EDT 2008,174250,38.62457,-121.486913,False,False,True
931,8879 APPLE PEAR CT,ELK GROVE,95624,CA,4,2,1477,Thu May 15 00:00:00 EDT 2008,176850,38.44574,-121.3725,False,False,True
932,9 WIND CT,SACRAMENTO,95823,CA,4,2,1497,Thu May 15 00:00:00 EDT 2008,179500,38.45073,-121.427528,False,False,True
933,8570 SHERATON DR,FAIR OAKS,95628,CA,3,1,960,Thu May 15 00:00:00 EDT 2008,185000,38.667254,-121.240708,False,False,True
935,1080 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1428,Thu May 15 00:00:00 EDT 2008,188700,38.634335,-121.486098,False,False,True
936,5501 VALLETTA WAY,SACRAMENTO,95820,CA,3,1,1039,Thu May 15 00:00:00 EDT 2008,189000,38.530144,-121.43749,False,False,True
937,5624 MEMORY LN,FAIR OAKS,95628,CA,3,1,1529,Thu May 15 00:00:00 EDT 2008,189000,38.66745,-121.2364,False,False,True
938,6622 WILLOWLEAF DR,CITRUS HEIGHTS,95621,CA,4,3,1892,Thu May 15 00:00:00 EDT 2008,189836,38.699714,-121.311635,False,False,True
939,27 MEGAN CT,SACRAMENTO,95838,CA,4,2,1887,Thu May 15 00:00:00 EDT 2008,190000,38.649258,-121.465308,False,False,True
940,6601 WOODMORE OAKS DR,ORANGEVALE,95662,CA,3,2,1294,Thu May 15 00:00:00 EDT 2008,191250,38.687006,-121.254319,False,False,True
941,1973 DANVERS WAY,SACRAMENTO,95832,CA,3,2,1638,Thu May 15 00:00:00 EDT 2008,191675,38.477568,-121.492574,False,False,True
942,8001 ARROYO VISTA DR,SACRAMENTO,95823,CA,3,2,1677,Thu May 15 00:00:00 EDT 2008,195500,38.46734,-121.419843,False,False,True
943,7409 VOYAGER WAY,CITRUS HEIGHTS,95621,CA,3,1,1073,Thu May 15 00:00:00 EDT 2008,198000,38.700717,-121.3133,False,False,True
944,815 CROSSWIND DR,SACRAMENTO,95838,CA,3,2,1231,Thu May 15 00:00:00 EDT 2008,200000,38.651386,-121.45042,False,False,True
945,5509 LAGUNA CREST WAY,ELK GROVE,95758,CA,3,2,1175,Thu May 15 00:00:00 EDT 2008,200000,38.42442,-121.440357,False,False,True
946,8424 MERRY HILL WAY,ELK GROVE,95624,CA,3,2,1416,Thu May 15 00:00:00 EDT 2008,200000,38.452075,-121.366461,False,False,True
948,5954 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1358,Thu May 15 00:00:00 EDT 2008,201528,38.68197,-121.500025,False,False,True
949,8789 SEQUOIA WOOD CT,ELK GROVE,95624,CA,4,2,1609,Thu May 15 00:00:00 EDT 2008,204750,38.438818,-121.37443,False,False,True
950,6600 SILVERTHORNE CIR,SACRAMENTO,95842,CA,4,3,1968,Thu May 15 00:00:00 EDT 2008,205000,38.68607,-121.342369,False,False,True
951,2221 2ND AVE,SACRAMENTO,95818,CA,2,2,1089,Thu May 15 00:00:00 EDT 2008,205000,38.555781,-121.485331,False,False,True
952,3230 SMATHERS WAY,CARMICHAEL,95608,CA,3,2,1296,Thu May 15 00:00:00 EDT 2008,205900,38.623372,-121.347665,False,False,True
953,5209 LAGUNA CREST WAY,ELK GROVE,95758,CA,2,2,1189,Thu May 15 00:00:00 EDT 2008,207000,38.424421,-121.443915,False,False,True
954,416 LEITCH AVE,SACRAMENTO,95815,CA,2,1,795,Thu May 15 00:00:00 EDT 2008,207973,38.612694,-121.456669,False,False,True
955,2100 BEATTY WAY,ROSEVILLE,95747,CA,3,2,1371,Thu May 15 00:00:00 EDT 2008,208250,38.737882,-121.308142,False,False,True
956,6920 GILLINGHAM WAY,NORTH HIGHLANDS,95660,CA,3,1,1310,Thu May 15 00:00:00 EDT 2008,208318,38.694279,-121.373395,False,False,True
957,82 WILDFLOWER DR,GALT,95632,CA,3,2,1262,Thu May 15 00:00:00 EDT 2008,209347,38.259708,-121.311616,False,False,True
958,8652 BANTON CIR,ELK GROVE,95624,CA,4,2,1740,Thu May 15 00:00:00 EDT 2008,211500,38.444,-121.370993,False,False,True
959,8428 MISTY PASS WAY,ANTELOPE,95843,CA,3,2,1517,Thu May 15 00:00:00 EDT 2008,212000,38.722959,-121.347115,False,False,True
960,7958 ROSEVIEW WAY,SACRAMENTO,95828,CA,3,2,1450,Thu May 15 00:00:00 EDT 2008,213000,38.467836,-121.410366,False,False,True
961,9020 LUKEN CT,ELK GROVE,95624,CA,3,2,1416,Thu May 15 00:00:00 EDT 2008,216000,38.451398,-121.366614,False,False,True
962,7809 VALLECITOS WAY,SACRAMENTO,95828,CA,3,1,888,Thu May 15 00:00:00 EDT 2008,216021,38.508217,-121.411207,False,False,True
963,8445 OLD AUBURN RD,CITRUS HEIGHTS,95610,CA,3,2,1882,Thu May 15 00:00:00 EDT 2008,219000,38.715423,-121.246743,False,False,True
964,10085 ATKINS DR,ELK GROVE,95757,CA,3,2,1302,Thu May 15 00:00:00 EDT 2008,219794,38.390893,-121.437821,False,False,True
965,9185 CERROLINDA CIR,ELK GROVE,95758,CA,3,2,1418,Thu May 15 00:00:00 EDT 2008,220000,38.424497,-121.426595,False,False,True
967,5429 HESPER WAY,CARMICHAEL,95608,CA,4,2,1319,Thu May 15 00:00:00 EDT 2008,220000,38.665104,-121.315901,False,False,True
968,1178 WARMWOOD CT,GALT,95632,CA,4,2,1770,Thu May 15 00:00:00 EDT 2008,220000,38.289544,-121.284607,False,False,True
969,4900 ELUDE CT,SACRAMENTO,95842,CA,4,2,1627,Thu May 15 00:00:00 EDT 2008,223000,38.69674,-121.350519,False,False,True
971,3528 SAINT GEORGE DR,SACRAMENTO,95821,CA,3,1,1040,Thu May 15 00:00:00 EDT 2008,224000,38.629468,-121.376445,False,False,True
972,7381 WASHBURN WAY,NORTH HIGHLANDS,95660,CA,3,1,960,Thu May 15 00:00:00 EDT 2008,224252,38.70355,-121.375103,False,False,True
974,7540 HICKORY AVE,ORANGEVALE,95662,CA,3,1,1456,Thu May 15 00:00:00 EDT 2008,225000,38.703056,-121.235221,False,False,True
975,5024 CHAMBERLIN CIR,ELK GROVE,95757,CA,3,2,1450,Thu May 15 00:00:00 EDT 2008,228000,38.389756,-121.446246,False,False,True
976,2400 INVERNESS DR,LINCOLN,95648,CA,3,2,1358,Thu May 15 00:00:00 EDT 2008,229027,38.897814,-121.324691,False,False,True
977,5 BISHOPGATE CT,SACRAMENTO,95823,CA,4,2,1329,Thu May 15 00:00:00 EDT 2008,229500,38.467936,-121.445477,False,False,True
978,5601 REXLEIGH DR,SACRAMENTO,95823,CA,4,2,1715,Thu May 15 00:00:00 EDT 2008,230000,38.445342,-121.441504,False,False,True
979,1909 YARNELL WAY,ELK GROVE,95758,CA,3,2,1262,Thu May 15 00:00:00 EDT 2008,230000,38.417382,-121.484325,False,False,True
980,9169 GARLINGTON CT,SACRAMENTO,95829,CA,4,3,2280,Thu May 15 00:00:00 EDT 2008,232425,38.457679,-121.35962,False,False,True
981,6932 RUSKUT WAY,SACRAMENTO,95823,CA,3,2,1477,Thu May 15 00:00:00 EDT 2008,234000,38.499893,-121.45889,False,False,True
982,7933 DAFFODIL WAY,CITRUS HEIGHTS,95610,CA,3,2,1216,Thu May 15 00:00:00 EDT 2008,235000,38.708824,-121.256803,False,False,True
983,8304 RED FOX WAY,ELK GROVE,95758,CA,4,2,1685,Thu May 15 00:00:00 EDT 2008,235301,38.417,-121.397424,False,False,True
984,3882 YELLOWSTONE LN,EL DORADO HILLS,95762,CA,3,2,1362,Thu May 15 00:00:00 EDT 2008,235738,38.655245,-121.075915,False,False,True
